fuel_type,plant_age_years,efficiency_percent,capacity_factor_percent,load_factor,weather_impact_factor,maintenance_factor,region,grid_demand_mw,operating_temp_celsius,distance_to_grid_km,electricity_generated_mwh,co2_emissions_tonnes
Natural_Gas,36.5,43.25,56.56,0.807,1.0,1.0,North,3026.61,12.8,6.7,2594.91,1516.29
Natural_Gas,32.2,49.3,74.51,0.762,1.0,1.0,East,2111.73,27.3,41.8,2794.38,1362.65
Hydroelectric,11.5,91.12,56.13,0.59,0.757,1.0,East,6374.49,27.7,86.1,784.77,12.19
Nuclear,23.0,26.17,84.25,0.376,1.0,1.0,Central,5157.98,26.1,96.1,5463.74,219.76
Natural_Gas,18.9,50.53,61.83,0.68,1.0,1.0,West,4954.6,44.4,74.1,4853.97,2056.38
Hydroelectric,6.1,85.94,40.06,0.807,1.055,0.95,North,4934.23,40.8,38.8,1715.16,24.02
Coal,19.1,35.35,59.63,0.462,1.0,1.0,South,4205.45,15.6,84.2,3570.25,5539.16
Biomass,30.5,25.51,76.7,0.325,1.0,0.95,North,5346.74,15.0,21.5,714.08,520.67
Coal,17.0,29.1,67.95,0.733,1.0,1.0,North,3989.76,18.3,77.1,6349.58,9671.09
Coal,27.6,31.46,74.18,0.325,1.0,1.0,North,7184.79,27.9,50.8,8347.88,15191.97
Natural_Gas,11.2,50.68,72.3,0.433,1.0,1.0,Central,6529.38,27.8,98.4,3878.65,1475.68
Coal,16.4,38.97,77.01,0.887,1.0,0.95,North,5398.2,24.4,11.0,14636.12,19598.35
Coal,12.5,33.56,90.78,0.479,1.0,1.0,West,6625.34,29.0,9.6,9889.67,14673.44
Biomass,14.5,18.92,33.2,0.782,1.0,1.0,Central,1522.42,29.3,36.2,3019.91,2526.33
Coal,7.6,31.02,68.72,0.989,1.0,1.0,North,7411.67,29.7,19.7,17384.96,22453.14
Coal,14.0,34.43,53.43,0.342,1.0,1.0,East,2269.72,24.9,41.3,2638.13,3615.18
Natural_Gas,7.5,49.41,44.42,0.759,1.0,1.0,South,5843.94,33.7,96.6,1925.86,721.44
Hydroelectric,6.0,91.92,45.16,0.495,0.969,1.0,West,7462.78,14.9,84.4,845.0,11.92
Hydroelectric,29.7,82.15,32.41,0.832,0.933,1.0,Central,5485.39,22.1,87.8,834.2,14.99
Coal,27.4,27.37,62.84,0.591,1.0,1.0,South,6000.66,18.1,12.7,8754.36,19250.0
Hydroelectric,18.1,94.04,57.59,0.734,0.941,1.0,East,6277.47,23.7,37.2,1508.8,22.59
Hydroelectric,29.6,83.97,31.49,0.801,0.888,1.0,South,4476.1,10.5,94.3,872.15,15.89
Solar,1.3,13.73,23.65,0.742,0.832,1.0,West,7182.18,23.5,49.0,360.01,75.88
Oil,20.9,36.45,60.61,0.959,1.0,1.0,North,4029.42,12.5,5.5,6232.57,7201.46
Nuclear,38.9,28.32,86.17,0.543,1.0,1.0,Central,6706.25,25.7,2.7,8687.42,375.24
Nuclear,1.4,36.27,86.26,0.355,1.0,1.0,Central,4615.09,33.0,14.4,7310.45,191.87
Nuclear,12.7,28.7,90.47,0.925,1.0,1.0,South,4319.14,25.3,57.8,200.8,6.45
Coal,22.0,34.89,67.08,0.949,1.0,1.0,East,2653.53,19.2,47.2,18192.37,28959.04
Coal,21.2,24.93,78.79,0.424,1.0,0.95,West,2279.33,24.3,83.2,6466.63,14291.52
Coal,20.0,32.79,70.1,0.388,1.0,1.0,North,5246.67,26.5,26.6,4607.43,7722.88
Hydroelectric,32.8,79.35,56.32,0.449,1.43,1.0,East,2633.19,18.4,10.8,856.46,17.57
Coal,26.2,33.62,59.03,0.679,1.0,1.0,East,3123.1,31.6,48.5,5451.04,8938.57
Wind,30.1,38.02,44.25,0.711,0.914,1.0,East,5503.89,19.0,7.5,721.58,14.02
Hydroelectric,2.2,89.93,52.69,0.477,0.956,1.0,West,6113.62,26.5,84.8,932.14,13.17
Wind,36.0,35.79,42.44,0.304,0.97,1.0,North,4850.42,19.1,80.3,237.38,5.67
Natural_Gas,23.2,48.58,64.54,0.814,1.0,1.0,West,3929.76,17.6,84.6,4983.04,2173.51
Natural_Gas,26.5,43.11,72.64,0.453,1.0,1.0,East,7178.71,37.9,52.8,2755.49,1488.89
Natural_Gas,36.3,48.23,75.99,0.893,1.0,1.0,East,3566.64,27.0,43.2,12551.35,6598.9
Coal,2.7,34.16,73.15,0.839,1.0,1.0,East,5628.24,17.1,53.5,13176.28,16608.79
Coal,23.2,37.75,72.71,0.874,1.0,1.0,North,4719.24,17.8,47.0,8801.26,12097.21
Wind,18.5,29.07,28.49,0.842,0.954,1.0,North,4369.23,23.7,33.7,54.93,1.22
Coal,19.2,33.85,67.94,0.501,1.0,1.0,South,4970.02,23.4,50.8,7926.39,11706.21
Natural_Gas,37.1,46.71,35.99,0.742,1.0,1.0,East,6959.76,26.1,22.7,3415.58,1731.65
Natural_Gas,30.5,50.17,95.0,0.536,1.0,1.0,East,4095.02,15.8,80.7,6239.7,3017.13
Coal,5.5,32.35,81.23,0.323,1.0,1.0,West,2034.73,25.0,1.3,5848.61,8586.83
Hydroelectric,31.6,91.79,64.91,0.39,0.807,1.0,Central,6820.13,6.0,95.1,83.63,1.48
Solar,9.6,24.66,30.16,0.772,1.07,1.0,East,6318.08,32.3,99.8,529.12,59.66
Natural_Gas,19.9,55.14,44.9,0.641,1.0,1.0,North,6469.66,47.3,10.4,3308.23,1271.25
Hydroelectric,10.0,88.29,52.4,0.503,0.973,1.0,South,6104.34,29.2,96.2,112.63,1.65
Natural_Gas,9.4,50.09,64.89,0.485,1.0,1.0,East,2896.01,21.2,42.9,3931.54,1570.54
Coal,35.6,38.83,58.1,0.557,1.0,1.0,North,4875.95,42.3,97.5,9666.13,15663.26
Solar,4.6,25.42,26.46,0.652,1.065,1.0,South,6012.97,22.0,9.0,753.82,83.36
Natural_Gas,30.3,49.66,63.61,0.925,1.0,1.0,Central,6254.6,6.0,41.5,6972.75,3138.08
Nuclear,7.2,33.38,88.86,0.777,1.0,1.0,North,6520.32,47.6,94.2,14090.42,407.93
Biomass,32.7,21.73,73.54,0.573,1.0,1.0,East,4171.25,7.5,22.2,3200.51,2447.07
Hydroelectric,1.1,91.17,41.88,0.95,1.214,1.0,Central,4819.58,19.2,85.3,4226.46,55.15
Hydroelectric,18.5,88.0,49.74,0.425,0.994,1.0,East,4743.62,26.5,24.8,1301.14,21.39
Natural_Gas,17.9,53.22,54.08,0.821,1.0,1.0,North,6817.46,18.6,71.8,6877.9,2581.67
Coal,2.3,37.47,69.51,0.46,1.0,1.0,North,5386.87,4.6,77.1,6011.6,7517.31
Natural_Gas,14.3,51.08,51.47,0.905,1.0,1.0,West,4084.18,29.4,8.3,5240.97,1793.75
Solar,15.5,14.02,16.26,0.782,1.086,1.0,Central,6843.78,31.2,60.9,403.73,84.43
Natural_Gas,14.4,44.76,55.35,0.688,1.0,1.0,East,6334.78,30.8,86.8,3898.44,1783.78
Oil,36.5,31.28,37.09,0.462,1.0,1.0,North,6020.54,35.9,43.2,703.31,1140.16
Natural_Gas,9.0,43.85,54.81,0.541,1.0,0.95,West,4207.91,13.7,53.6,2534.2,1020.71
Coal,37.6,24.02,70.27,0.959,1.0,1.0,Central,5488.26,41.5,55.8,12553.74,32409.99
Coal,34.8,27.47,75.54,0.402,1.0,1.0,West,5017.17,19.7,40.5,3870.53,8229.17
Natural_Gas,12.1,41.31,71.35,0.699,1.0,1.0,South,2730.47,36.6,42.0,2751.44,1329.08
Hydroelectric,30.3,79.03,51.13,0.81,0.971,1.0,West,7202.7,28.2,65.9,3119.58,62.37
Hydroelectric,16.7,93.66,20.8,0.334,0.878,1.0,Central,5261.57,11.0,3.2,224.07,3.35
Coal,31.5,36.27,69.15,0.946,1.0,1.0,Central,4672.8,18.8,81.8,13242.45,20112.52
Hydroelectric,14.9,87.37,44.79,0.425,0.92,1.0,South,5944.22,23.8,35.4,1268.58,19.77
Natural_Gas,21.8,39.42,69.76,0.727,1.0,1.0,South,3605.58,14.9,16.0,8958.71,4930.04
Oil,24.8,27.41,43.21,0.848,1.0,1.0,North,6271.13,38.8,62.4,1688.71,2594.66
Natural_Gas,12.9,50.6,64.71,0.303,1.0,1.0,East,5288.71,43.7,56.8,4108.59,1615.56
Natural_Gas,22.4,47.22,68.0,0.535,1.0,1.0,Central,3958.3,40.1,26.8,3254.45,1530.85
Coal,32.1,25.06,60.91,0.545,1.0,1.0,West,4158.12,4.6,7.6,9778.68,23488.72
Natural_Gas,8.0,47.1,73.45,0.448,1.0,0.95,East,5546.14,18.9,57.7,3546.0,1459.73
Natural_Gas,27.0,44.84,51.43,0.98,1.0,1.0,East,7038.6,11.4,24.6,1947.01,881.69
Coal,11.7,34.7,73.27,0.436,1.0,0.95,Central,3224.68,28.9,19.9,891.75,1262.8
Natural_Gas,39.1,47.81,37.69,0.535,1.0,1.0,North,4025.05,29.2,14.9,947.04,498.38
Coal,21.2,33.74,82.11,0.997,1.0,1.0,East,7321.01,21.2,76.3,6099.11,10150.14
Natural_Gas,14.7,46.58,48.02,0.66,1.0,1.0,North,5910.89,33.6,85.2,2863.38,1296.13
Coal,36.4,34.45,84.67,0.552,1.0,1.0,South,5152.54,15.0,21.3,11324.38,21275.62
Biomass,12.1,22.6,32.49,0.574,1.0,1.0,North,5674.03,20.5,41.1,105.91,72.57
Wind,15.9,34.87,36.95,0.357,0.809,1.0,East,7811.9,33.0,45.6,367.8,6.57
Coal,14.1,32.39,70.07,0.585,1.0,1.0,North,3307.59,9.6,43.9,7668.36,11844.83
Natural_Gas,11.7,50.63,57.63,0.513,1.0,1.0,North,5443.42,25.8,41.8,766.59,308.69
Wind,8.9,29.0,47.55,0.675,1.064,1.0,East,5956.56,34.6,36.0,847.75,17.14
Natural_Gas,35.2,46.73,60.16,0.597,1.0,1.0,West,5246.28,4.9,41.4,3133.95,1545.95
Natural_Gas,12.8,46.71,29.57,0.625,1.0,1.0,West,4676.53,25.5,86.0,2114.68,920.14
Nuclear,27.2,31.42,76.52,0.797,1.0,1.0,Central,4899.17,15.8,33.4,6022.42,192.14
Nuclear,20.4,32.84,84.76,0.595,1.0,1.0,North,7817.49,27.5,67.5,6541.75,212.41
Coal,36.6,29.49,71.63,0.927,1.0,1.0,East,5373.57,28.5,45.6,8621.44,17021.27
Natural_Gas,37.3,45.19,47.33,0.662,1.0,1.0,Central,4826.67,27.0,96.2,3076.29,1631.14
Natural_Gas,13.2,52.01,50.61,0.626,1.0,1.0,East,3439.49,28.9,24.3,2305.89,890.14
Wind,28.5,32.79,29.35,0.813,0.957,1.0,East,6976.03,17.7,87.9,809.74,16.66
Oil,39.8,34.85,78.06,0.482,1.0,1.0,Central,3563.96,30.7,84.2,2909.22,3902.59
Wind,2.1,32.6,45.12,0.328,0.936,1.0,Central,6332.11,28.7,57.1,492.39,9.24
Natural_Gas,33.7,45.43,95.0,0.475,1.0,1.0,West,3196.08,29.1,42.5,2935.9,1523.89
Solar,3.4,17.54,19.77,0.535,1.067,1.0,West,5863.81,23.7,31.0,332.81,55.09
Solar,13.7,18.27,32.99,0.578,1.069,0.95,Central,1000.0,3.0,73.5,283.66,49.45
Wind,34.3,31.6,27.39,0.867,0.845,1.0,South,3462.85,0.1,73.7,363.88,8.4
Natural_Gas,35.0,43.2,57.57,0.81,1.0,1.0,West,5692.61,33.6,92.1,1922.14,1102.77
Hydroelectric,26.1,92.13,65.86,0.551,0.901,1.0,North,5107.5,26.0,57.6,1748.86,27.73
Oil,36.7,36.71,46.43,0.571,1.0,1.0,West,3837.46,29.3,90.7,1047.63,1330.6
Natural_Gas,5.7,46.36,60.27,0.636,1.0,1.0,East,6488.9,6.7,97.7,1482.72,647.54
Biomass,35.4,29.78,34.11,0.426,1.0,1.0,South,6287.74,21.3,62.0,695.33,431.88
Natural_Gas,13.2,49.43,68.52,0.395,1.0,1.0,North,3617.48,19.5,21.8,2893.34,1158.84
Coal,30.7,30.92,67.91,0.433,1.0,1.0,East,5961.35,32.8,78.5,3630.21,6126.58
Wind,36.0,29.23,33.89,0.335,1.188,1.0,East,7062.49,27.0,66.9,416.08,10.86
Coal,20.5,32.52,71.67,0.414,1.0,1.0,West,5677.9,18.9,93.8,5695.92,10155.31
Natural_Gas,2.4,51.32,57.82,0.408,1.0,0.95,West,6153.96,28.7,4.1,1671.98,630.02
Geothermal,5.5,14.9,47.73,0.314,1.0,1.0,North,4683.44,30.3,72.2,1233.03,171.24
Natural_Gas,14.7,49.82,67.33,0.993,1.0,1.0,Central,3091.17,37.0,42.5,10937.18,4657.46
Oil,11.7,33.09,44.28,0.354,1.0,1.0,Central,4738.2,56.9,63.8,408.37,488.54
Oil,7.9,37.9,19.98,0.73,1.0,1.0,South,4443.21,18.4,50.2,372.11,380.28
Solar,31.7,10.97,33.42,0.859,0.985,1.0,East,3251.49,40.7,75.8,623.74,198.3
Nuclear,27.8,33.8,87.27,0.831,1.0,0.95,North,5256.29,26.4,14.4,20070.67,664.97
Natural_Gas,14.3,50.08,22.72,0.417,1.0,1.0,West,5598.71,21.4,13.7,1409.85,592.68
Hydroelectric,3.1,90.0,35.38,0.36,1.098,1.0,South,6386.08,19.2,49.5,806.12,10.51
Natural_Gas,21.3,48.1,50.98,0.54,1.0,1.0,South,4351.81,26.6,76.0,5281.13,2348.7
Solar,17.3,18.48,29.09,0.506,0.963,1.0,West,5270.47,36.3,99.1,489.62,89.07
Natural_Gas,39.4,46.93,47.62,0.862,1.0,1.0,West,2888.2,15.7,93.2,4127.87,2191.1
Coal,36.4,37.54,61.24,0.963,1.0,1.0,Central,4187.53,16.2,55.9,12792.94,19899.55
Hydroelectric,29.2,90.56,45.04,0.415,0.877,1.0,North,5002.49,45.8,60.2,753.45,12.99
Natural_Gas,19.8,44.81,48.15,0.615,1.0,1.0,East,9034.76,18.4,90.9,5138.73,2387.7
Solar,18.4,15.16,25.78,0.442,0.693,1.0,North,7265.83,21.6,27.7,18.95,4.05
Oil,18.2,32.06,56.98,0.665,1.0,1.0,South,4625.55,0.7,47.4,90.99,114.81
Natural_Gas,24.3,47.04,54.16,0.748,1.0,1.0,East,3701.67,27.4,90.8,4793.71,2137.27
Coal,11.2,40.13,79.09,0.391,1.0,1.0,South,4436.53,30.7,98.0,6251.02,6851.65
Natural_Gas,34.1,51.62,77.35,0.762,1.0,1.0,South,3809.78,35.2,2.5,7834.52,3358.33
Coal,27.6,29.86,60.57,0.999,1.0,0.95,West,5600.23,27.4,6.3,22935.5,41438.24
Coal,5.4,37.23,54.05,0.663,1.0,1.0,Central,2369.74,21.3,58.7,2320.72,2687.48
Coal,36.8,36.02,82.91,0.359,1.0,1.0,West,5425.62,8.5,24.9,7017.51,11919.17
Hydroelectric,9.1,91.22,28.15,0.518,1.159,1.0,Central,4151.9,31.8,93.6,1741.61,23.71
Geothermal,3.7,13.94,48.64,0.933,1.0,1.0,North,6100.21,27.6,71.8,1653.61,222.6
Coal,33.5,28.48,85.33,0.435,1.0,1.0,North,4890.45,17.8,62.5,14655.12,28093.0
Coal,9.0,36.46,67.48,0.732,1.0,1.0,Central,8437.36,20.8,66.5,9924.05,11815.69
Nuclear,13.5,27.38,81.45,0.752,1.0,1.0,North,5294.88,37.8,41.3,10983.63,374.69
Nuclear,32.0,28.61,83.73,0.945,1.0,1.0,East,2624.65,18.2,88.1,21912.13,934.02
Hydroelectric,36.9,84.68,39.76,0.438,1.139,1.0,North,3621.76,28.7,46.7,845.9,14.29
Wind,32.4,26.75,36.37,0.507,0.828,1.0,Central,3521.2,35.9,45.6,610.8,15.76
Natural_Gas,7.9,48.47,55.07,0.931,1.0,1.0,West,1779.76,31.5,20.5,7288.65,2917.87
Hydroelectric,32.5,85.25,46.82,0.969,0.724,1.0,East,8033.01,16.1,10.7,1406.38,23.78
Coal,18.2,38.38,82.52,0.855,1.0,0.95,Central,4594.24,18.3,25.0,8394.01,11543.25
Coal,8.6,37.43,83.44,0.473,1.0,1.0,Central,3912.11,21.6,70.3,9941.92,11651.66
Oil,35.2,33.96,64.63,0.733,1.0,0.95,Central,3851.3,21.4,34.4,469.03,636.38
Natural_Gas,38.3,48.72,41.89,0.89,1.0,0.95,North,5244.95,19.3,55.8,2635.79,1253.75
Coal,11.7,28.2,70.4,0.981,1.0,1.0,Central,3709.95,17.1,75.3,14393.37,23768.77
Natural_Gas,34.2,51.17,74.22,0.748,1.0,1.0,North,2541.26,28.6,12.1,3540.01,1579.14
Natural_Gas,34.8,42.87,50.44,0.445,1.0,1.0,South,4489.86,41.3,92.7,2008.69,1105.22
Coal,30.0,33.39,79.57,0.415,1.0,1.0,East,3357.02,2.8,92.9,4870.17,8539.1
Nuclear,39.1,28.57,87.96,0.846,1.0,1.0,West,7181.57,42.0,77.8,13713.92,594.08
Hydroelectric,34.3,88.26,47.73,0.844,1.076,1.0,West,7035.11,14.0,28.5,2649.48,46.18
Coal,24.8,30.1,74.75,0.597,1.0,1.0,North,4860.13,24.5,58.1,5229.63,9265.98
Natural_Gas,18.1,46.35,95.0,0.492,1.0,1.0,South,7254.99,30.5,29.7,4111.09,1891.31
Natural_Gas,6.9,52.34,56.64,0.407,1.0,1.0,North,4276.38,-0.2,27.2,2697.49,1106.15
Biomass,35.9,26.18,29.31,0.614,1.0,1.0,West,4634.75,29.9,9.2,1906.61,1285.71
Coal,18.2,26.92,59.84,0.764,1.0,1.0,Central,5597.76,34.8,80.8,15860.16,28185.15
Oil,10.7,30.03,95.0,0.96,1.0,1.0,Central,3004.33,25.9,80.4,2256.47,2899.62
Wind,27.7,25.62,29.6,0.617,1.082,0.95,Central,6703.98,22.3,37.8,403.89,11.61
Hydroelectric,39.2,85.88,52.86,0.425,0.944,1.0,East,4270.47,27.3,25.2,736.54,14.83
Hydroelectric,6.5,87.2,57.99,0.75,0.984,1.0,South,5791.21,5.4,24.7,1952.83,27.62
Wind,38.3,31.14,34.99,0.628,1.088,1.0,Central,6720.46,43.9,16.4,298.0,6.92
Hydroelectric,22.7,91.04,77.16,0.342,0.893,1.0,South,6948.51,16.0,19.2,391.75,7.02
Coal,3.5,31.2,79.44,0.441,1.0,1.0,West,6626.01,20.7,20.1,7016.88,10380.6
Natural_Gas,1.2,52.57,72.87,0.441,1.0,1.0,West,5652.05,29.4,50.1,2597.38,906.2
Oil,21.2,42.29,42.08,0.604,1.0,1.0,North,3071.4,14.6,12.7,1348.89,1319.29
Coal,15.0,34.47,65.29,0.421,1.0,1.0,South,3388.92,24.2,58.5,1634.12,2578.74
Natural_Gas,26.4,44.75,39.49,0.461,1.0,1.0,North,4138.39,32.9,81.1,2898.67,1422.05
Nuclear,35.3,36.81,76.7,0.748,1.0,1.0,Central,4826.71,15.4,31.2,9496.14,280.05
Coal,33.2,31.12,78.57,0.815,1.0,1.0,East,6430.76,36.4,43.6,7735.48,14910.63
Natural_Gas,37.9,42.83,53.27,0.762,1.0,1.0,North,9677.73,22.0,61.6,7240.63,4044.68
Coal,14.0,35.8,93.39,0.498,1.0,1.0,East,7426.24,28.1,90.1,6420.84,9192.51
Natural_Gas,29.4,50.58,68.46,0.817,1.0,0.95,North,5044.4,28.3,84.3,4699.43,2072.31
Oil,8.2,50.21,38.3,0.911,1.0,1.0,East,2299.22,15.0,47.6,1958.02,1464.02
Coal,21.5,30.29,73.62,0.46,1.0,1.0,North,7143.99,26.3,78.7,4991.59,8845.71
Oil,4.0,37.56,42.58,0.631,1.0,1.0,Central,6023.89,10.0,60.2,3064.06,3065.34
Natural_Gas,28.7,44.02,65.77,0.455,1.0,1.0,North,5990.14,20.2,33.6,3366.9,1684.33
Natural_Gas,21.3,45.74,64.0,0.447,1.0,1.0,South,5026.12,25.3,17.9,1666.01,719.88
Coal,38.1,36.1,54.25,0.697,1.0,1.0,North,7134.82,14.6,41.6,6822.73,9428.96
Solar,23.2,13.21,26.08,0.992,1.086,1.0,South,4263.53,29.5,83.3,403.82,101.33
Hydroelectric,9.1,87.8,44.59,0.933,1.076,1.0,West,4539.42,-0.9,71.8,1794.31,28.17
Biomass,22.6,30.91,53.61,0.912,1.0,1.0,North,6088.64,34.0,88.2,2366.93,1234.75
Coal,22.4,31.58,64.58,0.771,1.0,0.95,Central,5504.95,23.7,90.4,2269.72,3603.9
Natural_Gas,39.9,45.85,55.12,0.61,1.0,1.0,North,3298.24,30.0,46.4,3357.19,1793.63
Coal,11.9,31.1,61.15,0.324,1.0,1.0,East,5373.41,3.7,48.5,3835.11,6981.81
Nuclear,39.7,29.7,88.99,0.628,1.0,1.0,East,1177.76,32.2,86.8,19597.62,743.29
Hydroelectric,29.9,86.67,26.43,0.864,0.598,1.0,West,7035.07,9.7,14.1,428.84,7.4
Wind,23.7,27.55,34.75,0.78,1.119,1.0,Central,5848.41,23.4,57.5,759.95,19.51
Hydroelectric,16.7,91.22,45.03,0.4,0.906,0.95,East,4453.34,37.4,62.2,861.43,13.0
Hydroelectric,5.5,90.07,28.25,0.875,1.201,1.0,West,7903.26,49.2,68.2,908.76,11.88
Wind,20.7,32.14,21.38,0.649,1.2,1.0,East,5437.34,17.2,7.5,377.04,8.19
Natural_Gas,19.1,43.77,81.65,0.932,1.0,1.0,West,5825.64,43.3,35.1,6729.38,3404.02
Nuclear,11.7,35.47,79.32,0.333,1.0,1.0,East,6055.48,17.0,91.5,6433.28,164.47
Coal,15.9,35.17,47.36,0.617,1.0,1.0,West,7184.54,25.3,50.5,2116.56,2979.54
Coal,34.3,28.65,60.69,0.93,1.0,1.0,South,5020.37,24.0,34.7,9175.92,17523.18
Hydroelectric,25.6,85.66,42.14,0.466,0.737,1.0,East,5271.58,28.2,97.3,656.09,11.1
Natural_Gas,38.1,45.07,69.66,0.729,1.0,1.0,North,4239.39,33.9,38.0,5807.71,3103.47
Oil,36.0,27.55,46.27,0.822,1.0,1.0,North,3982.14,17.8,33.2,1627.18,2733.69
Biomass,39.5,19.22,44.74,0.578,1.0,1.0,West,4978.01,18.4,38.8,918.5,870.84
Natural_Gas,30.0,50.79,67.27,0.946,1.0,1.0,South,4788.93,9.2,16.3,4511.39,1874.45
Natural_Gas,23.7,49.37,89.61,0.331,1.0,1.0,East,3367.13,42.3,82.9,3354.53,1513.46
Nuclear,16.6,32.93,84.45,0.704,1.0,1.0,South,2513.33,30.2,12.6,10564.05,321.12
Solar,6.5,19.1,18.77,0.913,1.015,1.0,South,5491.61,37.7,2.8,217.45,33.7
Natural_Gas,17.9,40.66,44.03,0.972,1.0,1.0,North,2868.58,22.8,37.3,8016.2,3734.44
Hydroelectric,21.5,89.78,70.84,0.527,1.155,0.95,Central,2716.04,32.3,57.1,2563.24,41.36
Nuclear,31.2,24.83,85.56,0.659,1.0,1.0,South,7801.81,27.9,68.8,13369.4,596.27
Biomass,11.1,20.66,20.85,0.926,1.0,0.95,North,2942.96,35.7,2.8,1263.17,796.2
Natural_Gas,3.2,49.32,53.26,0.839,1.0,1.0,Central,4223.19,28.4,93.9,4185.18,1504.39
Coal,28.3,36.68,60.69,0.637,1.0,1.0,South,4509.07,14.5,50.6,6408.14,10272.37
Natural_Gas,10.8,51.62,69.89,0.5,1.0,1.0,South,4290.59,31.0,7.7,927.08,359.64
Solar,27.0,17.63,25.87,0.531,0.756,1.0,East,3258.48,31.4,29.5,275.75,59.01
Geothermal,31.3,10.0,66.73,0.679,1.0,1.0,North,4428.26,31.3,50.5,1336.62,302.61
Solar,1.5,14.74,21.71,0.913,1.079,1.0,East,4002.38,34.6,80.6,682.38,126.78
Natural_Gas,31.8,40.77,73.09,0.575,1.0,1.0,South,6924.1,23.0,32.9,2088.66,1284.87
Wind,30.9,31.99,32.27,0.773,0.851,1.0,South,7969.9,38.7,93.6,111.19,2.36
Natural_Gas,10.3,51.66,69.0,0.975,1.0,1.0,West,3118.33,33.1,71.6,9725.7,3700.31
Geothermal,19.7,10.0,55.1,0.912,1.0,1.0,West,5865.36,19.3,39.2,3203.57,625.63
Biomass,4.3,21.73,64.52,0.665,1.0,1.0,North,5803.51,15.4,86.0,2448.26,1541.18
Coal,10.4,30.04,68.71,0.823,1.0,1.0,Central,5531.69,45.2,80.1,9150.07,13834.2
Nuclear,30.4,31.67,85.78,0.503,1.0,1.0,South,3872.95,29.3,14.8,7750.01,274.77
Natural_Gas,1.8,52.08,73.84,0.979,1.0,1.0,North,3848.59,17.2,96.5,11104.37,3971.04
Nuclear,33.9,29.79,78.3,0.477,1.0,1.0,South,5268.54,17.0,15.5,9260.57,335.95
Natural_Gas,18.8,47.02,60.14,0.933,1.0,1.0,East,7038.31,41.4,96.8,8565.74,3912.69
Coal,15.4,33.24,79.64,0.63,1.0,1.0,South,6500.12,21.5,44.9,16572.48,25585.69
Biomass,10.1,22.7,39.69,0.599,1.0,1.0,South,5025.41,21.9,34.5,1325.97,843.26
Biomass,25.2,20.05,75.18,0.358,1.0,1.0,North,3520.87,20.2,20.0,1822.13,1591.64
Natural_Gas,28.4,43.68,68.35,0.71,1.0,1.0,North,5522.02,27.2,92.6,7288.55,3840.5
Natural_Gas,33.8,46.25,51.66,0.56,1.0,1.0,Central,6585.2,5.5,73.0,2106.9,1031.12
Hydroelectric,34.9,90.83,16.66,0.93,0.982,1.0,East,4517.82,23.8,25.6,430.52,6.83
Natural_Gas,24.2,48.87,72.52,0.889,1.0,1.0,West,5228.2,33.6,77.0,12965.0,5958.71
Coal,16.8,35.23,73.81,0.653,1.0,1.0,East,5215.91,26.7,34.1,15765.95,23083.71
Oil,9.8,35.14,32.14,0.671,1.0,1.0,Central,4890.86,14.1,23.3,1760.78,1963.52
Hydroelectric,22.5,87.76,57.97,0.402,1.106,0.95,East,4685.75,31.5,65.5,794.01,13.32
Hydroelectric,32.9,89.51,85.05,0.692,0.871,1.0,West,6558.12,33.9,16.3,2814.11,51.52
Coal,17.3,30.98,68.78,0.807,1.0,1.0,East,4418.47,27.0,33.9,8602.39,13977.81
Coal,26.1,30.27,75.81,0.895,1.0,1.0,East,5766.58,29.8,88.6,13052.45,21968.85
Coal,7.4,36.49,72.9,0.578,1.0,0.95,North,3731.54,26.6,53.7,7637.21,9980.34
Natural_Gas,28.5,48.86,59.49,0.518,1.0,1.0,North,4950.52,22.6,63.1,3316.16,1790.4
Natural_Gas,14.8,51.54,51.78,0.884,1.0,1.0,Central,6225.98,31.2,22.3,6236.26,2820.31
Natural_Gas,21.6,42.49,48.47,0.778,1.0,1.0,South,2586.41,34.2,62.0,5828.11,3366.66
Hydroelectric,18.1,87.71,57.93,0.554,0.938,1.0,North,5177.49,26.3,40.2,2366.53,38.24
Biomass,15.0,26.34,55.55,0.784,1.0,1.0,North,6537.03,21.9,93.8,1392.33,791.72
Coal,11.3,34.28,75.43,0.824,1.0,1.0,East,7080.05,31.1,97.2,10917.18,13729.73
Natural_Gas,31.9,47.31,66.35,0.51,1.0,1.0,East,6092.15,40.7,18.6,3691.07,1738.49
Wind,25.1,33.06,28.73,0.471,0.914,1.0,West,3474.39,38.7,40.2,302.13,6.17
Nuclear,39.7,36.18,88.8,0.698,1.0,1.0,Central,6734.6,11.3,97.3,16245.49,543.83
Coal,9.7,34.57,69.22,0.757,1.0,1.0,Central,2346.53,23.9,71.4,6993.69,9560.79
Wind,39.7,28.23,33.49,0.862,1.119,1.0,North,7501.56,26.2,25.9,1685.76,45.41
Natural_Gas,16.0,52.02,68.22,0.971,1.0,1.0,Central,4602.74,22.8,90.7,4543.56,1785.73
Oil,21.2,35.22,53.51,0.5,1.0,1.0,West,5563.78,9.5,43.5,2275.71,2638.8
Coal,2.0,37.22,65.72,0.834,1.0,1.0,East,5093.76,27.2,94.8,13981.4,15796.96
Natural_Gas,13.9,50.46,67.69,0.608,1.0,1.0,West,3774.84,24.3,26.0,5943.09,2464.59
Natural_Gas,14.0,43.5,9.06,0.868,1.0,1.0,South,6139.44,25.1,12.1,270.12,120.05
